model_id,model_name,provider,field_id,field_name,automation_status,current_value,current_source,missing_or_stale,suggested_source_type,priority,notes
microsoft:phi-4-mini-instruct,Phi-4-mini-instruct,Microsoft,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
microsoft:phi-4-mini-instruct,Phi-4-mini-instruct,Microsoft,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
microsoft:phi-4-mini-instruct,Phi-4-mini-instruct,Microsoft,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
microsoft:phi-4-mini-instruct,Phi-4-mini-instruct,Microsoft,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
microsoft:phi-4-mini-instruct,Phi-4-mini-instruct,Microsoft,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
microsoft:phi-4-mini-instruct,Phi-4-mini-instruct,Microsoft,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
microsoft:phi-4-multimodal-instruct,Phi-4-multimodal-instruct,Microsoft,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
microsoft:phi-4-multimodal-instruct,Phi-4-multimodal-instruct,Microsoft,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
microsoft:phi-4-multimodal-instruct,Phi-4-multimodal-instruct,Microsoft,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
microsoft:phi-4-multimodal-instruct,Phi-4-multimodal-instruct,Microsoft,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
microsoft:phi-4-multimodal-instruct,Phi-4-multimodal-instruct,Microsoft,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
microsoft:phi-4-multimodal-instruct,Phi-4-multimodal-instruct,Microsoft,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
microsoft:phi-4-multimodal-instruct,Phi-4-multimodal-instruct,Microsoft,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
nvidia:nemotron-3-5-lightning-30b-a3b,Nemotron 3.5 Lightning 30B-A3B,NVIDIA,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
nvidia:nemotron-3-5-lightning-30b-a3b,Nemotron 3.5 Lightning 30B-A3B,NVIDIA,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
nvidia:nemotron-3-5-lightning-30b-a3b,Nemotron 3.5 Lightning 30B-A3B,NVIDIA,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
nvidia:nemotron-3-5-lightning-30b-a3b,Nemotron 3.5 Lightning 30B-A3B,NVIDIA,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
nvidia:nemotron-3-5-lightning-30b-a3b,Nemotron 3.5 Lightning 30B-A3B,NVIDIA,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
nvidia:nemotron-3-5-lightning-30b-a3b,Nemotron 3.5 Lightning 30B-A3B,NVIDIA,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
nvidia:nemotron-3-5-lightning-30b-a3b,Nemotron 3.5 Lightning 30B-A3B,NVIDIA,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
nvidia:llama-3-1-nemotron-nano-8b-v1,Llama 3.1 Nemotron Nano 8B v1,NVIDIA,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
nvidia:llama-3-1-nemotron-nano-8b-v1,Llama 3.1 Nemotron Nano 8B v1,NVIDIA,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
nvidia:llama-3-1-nemotron-nano-8b-v1,Llama 3.1 Nemotron Nano 8B v1,NVIDIA,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
nvidia:llama-3-1-nemotron-nano-8b-v1,Llama 3.1 Nemotron Nano 8B v1,NVIDIA,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
nvidia:llama-3-1-nemotron-nano-8b-v1,Llama 3.1 Nemotron Nano 8B v1,NVIDIA,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
nvidia:llama-3-1-nemotron-nano-8b-v1,Llama 3.1 Nemotron Nano 8B v1,NVIDIA,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
nvidia:llama-3-1-nemotron-nano-8b-v1,Llama 3.1 Nemotron Nano 8B v1,NVIDIA,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
amazon:nova-2-lite,Amazon Nova 2 Lite,Amazon,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
amazon:nova-2-lite,Amazon Nova 2 Lite,Amazon,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
amazon:nova-2-lite,Amazon Nova 2 Lite,Amazon,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
amazon:nova-2-lite,Amazon Nova 2 Lite,Amazon,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
amazon:nova-2-lite,Amazon Nova 2 Lite,Amazon,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
amazon:nova-2-lite,Amazon Nova 2 Lite,Amazon,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
amazon:nova-2-lite,Amazon Nova 2 Lite,Amazon,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
amazon:nova-premier,Amazon Nova Premier,Amazon,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
amazon:nova-premier,Amazon Nova Premier,Amazon,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
amazon:nova-premier,Amazon Nova Premier,Amazon,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
amazon:nova-premier,Amazon Nova Premier,Amazon,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
amazon:nova-premier,Amazon Nova Premier,Amazon,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
amazon:nova-premier,Amazon Nova Premier,Amazon,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
amazon:nova-premier,Amazon Nova Premier,Amazon,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
amazon:nova-micro,Amazon Nova Micro,Amazon,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
amazon:nova-micro,Amazon Nova Micro,Amazon,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
amazon:nova-micro,Amazon Nova Micro,Amazon,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
amazon:nova-micro,Amazon Nova Micro,Amazon,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
amazon:nova-micro,Amazon Nova Micro,Amazon,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
amazon:nova-micro,Amazon Nova Micro,Amazon,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
amazon:nova-micro,Amazon Nova Micro,Amazon,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
moonshot:kimi-k2-6,Kimi K2.6,Moonshot / Kimi,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
moonshot:kimi-k2-6,Kimi K2.6,Moonshot / Kimi,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
moonshot:kimi-k2-6,Kimi K2.6,Moonshot / Kimi,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
moonshot:kimi-k2-6,Kimi K2.6,Moonshot / Kimi,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
moonshot:kimi-k2-6,Kimi K2.6,Moonshot / Kimi,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
moonshot:kimi-k2-6,Kimi K2.6,Moonshot / Kimi,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
moonshot:kimi-k2-6,Kimi K2.6,Moonshot / Kimi,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
moonshot:kimi-k2-5,Kimi K2.5,Moonshot / Kimi,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
moonshot:kimi-k2-5,Kimi K2.5,Moonshot / Kimi,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
moonshot:kimi-k2-5,Kimi K2.5,Moonshot / Kimi,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
moonshot:kimi-k2-5,Kimi K2.5,Moonshot / Kimi,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
moonshot:kimi-k2-5,Kimi K2.5,Moonshot / Kimi,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
moonshot:kimi-k2-5,Kimi K2.5,Moonshot / Kimi,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
moonshot:kimi-k2-5,Kimi K2.5,Moonshot / Kimi,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
minimax:minimax-m2-7,MiniMax M2.7,MiniMax,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
minimax:minimax-m2-7,MiniMax M2.7,MiniMax,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
minimax:minimax-m2-7,MiniMax M2.7,MiniMax,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
minimax:minimax-m2-7,MiniMax M2.7,MiniMax,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
minimax:minimax-m2-7,MiniMax M2.7,MiniMax,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
minimax:minimax-m2-5,MiniMax M2.5,MiniMax,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
minimax:minimax-m2-5,MiniMax M2.5,MiniMax,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
minimax:minimax-m2-5,MiniMax M2.5,MiniMax,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
minimax:minimax-m2-5,MiniMax M2.5,MiniMax,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
minimax:minimax-m2-5,MiniMax M2.5,MiniMax,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
minimax:minimax-m2-5,MiniMax M2.5,MiniMax,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
minimax:minimax-m2-5,MiniMax M2.5,MiniMax,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
zhipu:glm-4-5,GLM-4.5,Zhipu / GLM,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
zhipu:glm-4-5,GLM-4.5,Zhipu / GLM,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
zhipu:glm-4-5,GLM-4.5,Zhipu / GLM,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
zhipu:glm-4-5,GLM-4.5,Zhipu / GLM,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
zhipu:glm-4-5,GLM-4.5,Zhipu / GLM,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
zhipu:glm-4-5,GLM-4.5,Zhipu / GLM,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
zhipu:glm-4-5,GLM-4.5,Zhipu / GLM,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
zhipu:glm-4-5v,GLM-4.5V,Zhipu / GLM,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
zhipu:glm-4-5v,GLM-4.5V,Zhipu / GLM,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
zhipu:glm-4-5v,GLM-4.5V,Zhipu / GLM,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
zhipu:glm-4-5v,GLM-4.5V,Zhipu / GLM,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
zhipu:glm-4-5v,GLM-4.5V,Zhipu / GLM,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
zhipu:glm-4-5v,GLM-4.5V,Zhipu / GLM,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
zhipu:glm-4-5v,GLM-4.5V,Zhipu / GLM,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
openai:gpt-5.6-sol,GPT-5.6 Sol,OpenAI,parameter_count_billions,Parameter count,PARTIALLY_AUTOMATED,,,MISSING,official_provider,P1,
openai:gpt-5.6-terra,GPT-5.6 Terra,OpenAI,parameter_count_billions,Parameter count,PARTIALLY_AUTOMATED,,,MISSING,official_provider,P1,
openai:gpt-5.6-luna,GPT-5.6 Luna,OpenAI,parameter_count_billions,Parameter count,PARTIALLY_AUTOMATED,,,MISSING,official_provider,P1,
anthropic:claude-fable-5,Claude Fable 5,Anthropic,availability,Availability,AUTOMATED,active,Anthropic launch announcement,STALE,official_provider,P1,
anthropic:claude-fable-5,Claude Fable 5,Anthropic,modality,Modality,PARTIALLY_AUTOMATED,"text input, image input, text output, adaptive reasoning, tool use",Anthropic launch announcement,STALE,official_provider,P1,
anthropic:claude-fable-5,Claude Fable 5,Anthropic,open_weight,Open weights,AUTOMATED,False,Anthropic launch announcement,STALE,official_provider,P1,
anthropic:claude-fable-5,Claude Fable 5,Anthropic,parameter_count_billions,Parameter count,PARTIALLY_AUTOMATED,,,MISSING,official_provider,P1,
anthropic:claude-opus-5,Claude Opus 5,Anthropic,parameter_count_billions,Parameter count,PARTIALLY_AUTOMATED,,,MISSING,official_provider,P1,
anthropic:claude-sonnet-5,Claude Sonnet 5,Anthropic,availability,Availability,AUTOMATED,active,Anthropic launch announcement,STALE,official_provider,P1,
anthropic:claude-sonnet-5,Claude Sonnet 5,Anthropic,modality,Modality,PARTIALLY_AUTOMATED,"text input, image input, text output, adaptive reasoning, tool use",Anthropic launch announcement,STALE,official_provider,P1,
anthropic:claude-sonnet-5,Claude Sonnet 5,Anthropic,open_weight,Open weights,AUTOMATED,False,Anthropic launch announcement,STALE,official_provider,P1,
anthropic:claude-sonnet-5,Claude Sonnet 5,Anthropic,parameter_count_billions,Parameter count,PARTIALLY_AUTOMATED,,,MISSING,official_provider,P1,
google:gemini-3.8-flash,Gemini 3.8 Flash,Google,parameter_count_billions,Parameter count,PARTIALLY_AUTOMATED,,,MISSING,official_provider,P1,
google:gemini-3.7-flash,Gemini 3.7 Flash,Google,parameter_count_billions,Parameter count,PARTIALLY_AUTOMATED,,,MISSING,official_provider,P1,
google:gemini-3.5-flash-lite,Gemini 3.5 Flash-Lite,Google,parameter_count_billions,Parameter count,PARTIALLY_AUTOMATED,,,MISSING,official_provider,P1,
xai:grok-4.6,Grok 4.6,xAI,parameter_count_billions,Parameter count,PARTIALLY_AUTOMATED,,,MISSING,official_provider,P1,
xai:grok-4.5,Grok 4.5,xAI,parameter_count_billions,Parameter count,PARTIALLY_AUTOMATED,,,MISSING,official_provider,P1,
xai:grok-4.3,Grok 4.3,xAI,parameter_count_billions,Parameter count,PARTIALLY_AUTOMATED,,,MISSING,official_provider,P1,
openai:chatgpt-4o,ChatGPT-4o,OpenAI,parameter_count_billions,Parameter count,PARTIALLY_AUTOMATED,,,MISSING,official_provider,P1,
meta:llama-4-maverick,Llama 4 Maverick,Meta,context_window_tokens,Context window,AUTOMATED,,,MISSING,official_provider,P1,
mistral:mistral-medium-3-5,Mistral Medium 3.5,Mistral,context_window_tokens,Context window,AUTOMATED,,,MISSING,official_provider,P1,
mistral:mistral-medium-3-5,Mistral Medium 3.5,Mistral,release_date,Release date,AUTOMATED,,,MISSING,official_provider,P1,
mistral:mistral-small-4,Mistral Small 4,Mistral,context_window_tokens,Context window,AUTOMATED,,,MISSING,official_provider,P1,
mistral:mistral-small-4,Mistral Small 4,Mistral,parameter_count_billions,Parameter count,PARTIALLY_AUTOMATED,,,MISSING,official_provider,P1,
mistral:mistral-small-4,Mistral Small 4,Mistral,release_date,Release date,AUTOMATED,,,MISSING,official_provider,P1,
mistral:mistral-large-3,Mistral Large 3,Mistral,context_window_tokens,Context window,AUTOMATED,,,MISSING,official_provider,P1,
mistral:mistral-large-3,Mistral Large 3,Mistral,parameter_count_billions,Parameter count,PARTIALLY_AUTOMATED,,,MISSING,official_provider,P1,
mistral:mistral-large-3,Mistral Large 3,Mistral,release_date,Release date,AUTOMATED,,,MISSING,official_provider,P1,
mistral:ministral-3-3b,Ministral 3 3B,Mistral,context_window_tokens,Context window,AUTOMATED,,,MISSING,official_provider,P1,
mistral:ministral-3-3b,Ministral 3 3B,Mistral,release_date,Release date,AUTOMATED,,,MISSING,official_provider,P1,
cohere:command-a-plus-05-2026,Command A+,Cohere,parameter_count_billions,Parameter count,PARTIALLY_AUTOMATED,,,MISSING,official_provider,P1,
cohere:command-a-plus-05-2026,Command A+,Cohere,release_date,Release date,AUTOMATED,,,MISSING,official_provider,P1,
cohere:command-a-03-2025,Command A,Cohere,parameter_count_billions,Parameter count,PARTIALLY_AUTOMATED,,,MISSING,official_provider,P1,
cohere:command-r7b-12-2024,Command R7B,Cohere,parameter_count_billions,Parameter count,PARTIALLY_AUTOMATED,,,MISSING,official_provider,P1,
cohere:command-r7b-12-2024,Command R7B,Cohere,release_date,Release date,AUTOMATED,,,MISSING,official_provider,P1,
nvidia:nemotron-3-5-lightning-30b-a3b,Nemotron 3.5 Lightning 30B-A3B,NVIDIA,context_window_tokens,Context window,AUTOMATED,,,MISSING,official_provider,P1,
nvidia:nemotron-3-5-lightning-30b-a3b,Nemotron 3.5 Lightning 30B-A3B,NVIDIA,release_date,Release date,AUTOMATED,,,MISSING,official_provider,P1,
nvidia:llama-3-1-nemotron-nano-8b-v1,Llama 3.1 Nemotron Nano 8B v1,NVIDIA,context_window_tokens,Context window,AUTOMATED,,,MISSING,official_provider,P1,
nvidia:llama-3-1-nemotron-nano-8b-v1,Llama 3.1 Nemotron Nano 8B v1,NVIDIA,release_date,Release date,AUTOMATED,,,MISSING,official_provider,P1,
amazon:nova-2-lite,Amazon Nova 2 Lite,Amazon,parameter_count_billions,Parameter count,PARTIALLY_AUTOMATED,,,MISSING,official_provider,P1,
amazon:nova-2-lite,Amazon Nova 2 Lite,Amazon,release_date,Release date,AUTOMATED,,,MISSING,official_provider,P1,
amazon:nova-premier,Amazon Nova Premier,Amazon,parameter_count_billions,Parameter count,PARTIALLY_AUTOMATED,,,MISSING,official_provider,P1,
amazon:nova-micro,Amazon Nova Micro,Amazon,parameter_count_billions,Parameter count,PARTIALLY_AUTOMATED,,,MISSING,official_provider,P1,
moonshot:kimi-k2-6,Kimi K2.6,Moonshot / Kimi,parameter_count_billions,Parameter count,PARTIALLY_AUTOMATED,,,MISSING,official_provider,P1,
moonshot:kimi-k2-6,Kimi K2.6,Moonshot / Kimi,release_date,Release date,AUTOMATED,,,MISSING,official_provider,P1,
moonshot:kimi-k2-5,Kimi K2.5,Moonshot / Kimi,parameter_count_billions,Parameter count,PARTIALLY_AUTOMATED,,,MISSING,official_provider,P1,
moonshot:kimi-k2-5,Kimi K2.5,Moonshot / Kimi,release_date,Release date,AUTOMATED,,,MISSING,official_provider,P1,
minimax:minimax-m2-7,MiniMax M2.7,MiniMax,parameter_count_billions,Parameter count,PARTIALLY_AUTOMATED,,,MISSING,official_provider,P1,
minimax:minimax-m2-5,MiniMax M2.5,MiniMax,parameter_count_billions,Parameter count,PARTIALLY_AUTOMATED,,,MISSING,official_provider,P1,
minimax:minimax-m2-5,MiniMax M2.5,MiniMax,release_date,Release date,AUTOMATED,,,MISSING,official_provider,P1,
zhipu:glm-4-5v,GLM-4.5V,Zhipu / GLM,context_window_tokens,Context window,AUTOMATED,,,MISSING,official_provider,P1,
zhipu:glm-4-5v,GLM-4.5V,Zhipu / GLM,release_date,Release date,AUTOMATED,,,MISSING,official_provider,P1,
openai:gpt-5.6-sol,GPT-5.6 Sol,OpenAI,license_notes,License notes,MANUAL_REQUIRED,,,MISSING,official_provider,P2,
openai:gpt-5.6-terra,GPT-5.6 Terra,OpenAI,license_notes,License notes,MANUAL_REQUIRED,,,MISSING,official_provider,P2,
openai:gpt-5.6-luna,GPT-5.6 Luna,OpenAI,license_notes,License notes,MANUAL_REQUIRED,,,MISSING,official_provider,P2,
anthropic:claude-fable-5,Claude Fable 5,Anthropic,license_notes,License notes,MANUAL_REQUIRED,,,MISSING,official_provider,P2,
anthropic:claude-opus-5,Claude Opus 5,Anthropic,license_notes,License notes,MANUAL_REQUIRED,,,MISSING,official_provider,P2,
anthropic:claude-sonnet-5,Claude Sonnet 5,Anthropic,license_notes,License notes,MANUAL_REQUIRED,,,MISSING,official_provider,P2,
google:gemini-3.8-flash,Gemini 3.8 Flash,Google,license_notes,License notes,MANUAL_REQUIRED,,,MISSING,official_provider,P2,
google:gemini-3.7-flash,Gemini 3.7 Flash,Google,license_notes,License notes,MANUAL_REQUIRED,,,MISSING,official_provider,P2,
google:gemini-3.5-flash-lite,Gemini 3.5 Flash-Lite,Google,license_notes,License notes,MANUAL_REQUIRED,,,MISSING,official_provider,P2,
xai:grok-4.6,Grok 4.6,xAI,license_notes,License notes,MANUAL_REQUIRED,,,MISSING,official_provider,P2,
xai:grok-4.5,Grok 4.5,xAI,license_notes,License notes,MANUAL_REQUIRED,,,MISSING,official_provider,P2,
xai:grok-4.3,Grok 4.3,xAI,license_notes,License notes,MANUAL_REQUIRED,,,MISSING,official_provider,P2,
openai:chatgpt-4o,ChatGPT-4o,OpenAI,license_notes,License notes,MANUAL_REQUIRED,,,MISSING,official_provider,P2,
cohere:command-a-plus-05-2026,Command A+,Cohere,license_notes,License notes,MANUAL_REQUIRED,,,MISSING,official_provider,P2,
cohere:command-a-03-2025,Command A,Cohere,license_notes,License notes,MANUAL_REQUIRED,,,MISSING,official_provider,P2,
cohere:command-r7b-12-2024,Command R7B,Cohere,license_notes,License notes,MANUAL_REQUIRED,,,MISSING,official_provider,P2,
amazon:nova-2-lite,Amazon Nova 2 Lite,Amazon,license_notes,License notes,MANUAL_REQUIRED,,,MISSING,official_provider,P2,
amazon:nova-premier,Amazon Nova Premier,Amazon,license_notes,License notes,MANUAL_REQUIRED,,,MISSING,official_provider,P2,
amazon:nova-micro,Amazon Nova Micro,Amazon,license_notes,License notes,MANUAL_REQUIRED,,,MISSING,official_provider,P2,
minimax:minimax-m2-7,MiniMax M2.7,MiniMax,license_notes,License notes,MANUAL_REQUIRED,,,MISSING,official_provider,P2,
minimax:minimax-m2-5,MiniMax M2.5,MiniMax,license_notes,License notes,MANUAL_REQUIRED,,,MISSING,official_provider,P2,
